id,date,group,from,to,x,z,y,direction,idk,funny
2319,2023-11-23 12:37:34,15,nrf5340,raspi,1284,1699,1648,6,0,fuck IT with a stick
2320,2023-11-23 12:37:36,15,nrf5340,raspi,1274,1697,1643,6,0,fuck IT with a stick
2321,2023-11-23 12:37:38,15,nrf5340,raspi,1282,1697,1649,6,0,fuck IT with a stick
2322,2023-11-23 12:37:40,15,nrf5340,raspi,1278,1686,1647,6,0,fuck IT with a stick
2323,2023-11-23 12:37:42,15,nrf5340,raspi,1277,1695,1644,6,0,fuck IT with a stick
2324,2023-11-23 12:37:43,15,nrf5340,raspi,1277,1691,1652,6,0,fuck IT with a stick
2325,2023-11-23 12:37:45,15,nrf5340,raspi,1280,1684,1648,6,0,fuck IT with a stick
2326,2023-11-23 12:37:47,15,nrf5340,raspi,1278,1683,1643,6,0,fuck IT with a stick
2327,2023-11-23 12:37:49,15,nrf5340,raspi,1280,1689,1645,6,0,fuck IT with a stick
2328,2023-11-23 12:37:51,15,nrf5340,raspi,1284,1688,1647,6,0,fuck IT with a stick
2329,2023-11-23 12:37:53,15,nrf5340,raspi,1285,1679,1644,6,0,fuck IT with a stick
2330,2023-11-23 12:37:55,15,nrf5340,raspi,1286,1685,1644,6,0,fuck IT with a stick
2331,2023-11-23 12:37:57,15,nrf5340,raspi,1280,1686,1655,6,0,fuck IT with a stick
2332,2023-11-23 12:37:59,15,nrf5340,raspi,1275,1690,1652,6,0,fuck IT with a stick
2333,2023-11-23 12:38:01,15,nrf5340,raspi,1275,1683,1643,6,0,fuck IT with a stick
2334,2023-11-23 12:38:03,15,nrf5340,raspi,1282,1685,1650,6,0,fuck IT with a stick
2335,2023-11-23 12:38:05,15,nrf5340,raspi,1283,1681,1654,6,0,fuck IT with a stick
2336,2023-11-23 12:38:06,15,nrf5340,raspi,1284,1685,1651,6,0,fuck IT with a stick
2337,2023-11-23 12:38:08,15,nrf5340,raspi,1272,1686,1654,6,0,fuck IT with a stick
2338,2023-11-23 12:38:10,15,nrf5340,raspi,1286,1695,1648,6,0,fuck IT with a stick
2339,2023-11-23 12:38:12,15,nrf5340,raspi,1283,1680,1652,6,0,fuck IT with a stick
2340,2023-11-23 12:38:14,15,nrf5340,raspi,1289,1684,1650,6,0,fuck IT with a stick
2341,2023-11-23 12:38:16,15,nrf5340,raspi,1270,1685,1645,6,0,fuck IT with a stick
2342,2023-11-23 12:38:17,15,nrf5340,raspi,1284,1679,1644,6,0,fuck IT with a stick
2343,2023-11-23 12:38:19,15,nrf5340,raspi,1281,1687,1652,6,0,fuck IT with a stick
2344,2023-11-23 12:38:21,15,nrf5340,raspi,1283,1681,1652,6,0,fuck IT with a stick
2345,2023-11-23 12:38:23,15,nrf5340,raspi,1284,1685,1644,6,0,fuck IT with a stick
2346,2023-11-23 12:38:25,15,nrf5340,raspi,1286,1686,1647,6,0,fuck IT with a stick
2347,2023-11-23 12:38:27,15,nrf5340,raspi,1291,1683,1659,6,0,fuck IT with a stick
